timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-24T17:09:52,codecarbon,3fba52ea-ccab-451a-a7cc-5cb56449daae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4465640999997049,1.968618824053436e-06,4.408367855935434e-06,112.0,0.0,10.0,1.3823998222206784e-05,0,1.2036263888881473e-06,1.5027624611094932e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:30:36,codecarbon,f15b18e8-baf0-42e6-a399-f48d744f1a4b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5834383999999773,2.578327327998818e-06,4.419193745216151e-06,112.0,0.0,10.0,1.8094639111101667e-05,0,1.5872488888893106e-06,1.9681887999990977e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:30:40,codecarbon,1215a123-eb8b-4c88-b2a6-f89d79c934af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6745243000004848,2.979721669721736e-06,4.4175156769290505e-06,112.0,0.0,10.0,2.090987111110736e-05,0,1.836095833333376e-06,2.274596694444073e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:31:30,codecarbon,6f3942ff-4537-42eb-ad8e-82087f589cf9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,45.70812249999926,0.0002001850910678,4.379639331452193e-06,112.0,0.0,10.0,0.0014087438742222,0,0.0001193865919444,0.0015281304661666,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:31:51,codecarbon,9ee6a6df-2ca5-4e67-b7de-d16c7cf92aef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1041179999992892,4.892488258053397e-06,4.431128066073143e-06,112.0,0.0,10.0,3.430839999998473e-05,0,3.038838611109896e-06,3.734723861109463e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:32:01,codecarbon,2238544f-be87-4376-a2e3-1a7b3311a3b2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.3086991999998645,2.355236557911179e-05,4.436560575726798e-06,112.0,0.0,10.0,0.0001650781813333,0,1.4710868888889511e-05,0.0001797890502222,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:37:10,codecarbon,80ed5890-2c03-4400-9e1a-e3443cfbbc54,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5453036000000004,2.409316244277781e-06,4.418302472746887e-06,112.0,0.0,10.0,1.6909657333333358e-05,0,1.482069722222221e-06,1.839172705555558e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:37:14,codecarbon,c103103d-3cef-42cd-9054-0e7412caa33a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5097312000000009,2.250364155666665e-06,4.414805598846336e-06,112.0,0.0,10.0,1.579751288888888e-05,0,1.3808394444444455e-06,1.7178352333333323e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:37:59,codecarbon,af3bff7a-78da-4b5e-b59f-51205db4131b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.829935000000006,0.0001856475332383,4.43815017255917e-06,112.0,0.0,10.0,0.001301096412,0,0.0001160603302777,0.0014171567422777,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T17:39:50,codecarbon,dd42639b-a4b9-4f6d-848e-a89e56c562af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.064289500000001,4.716300564944501e-06,4.431407586887305e-06,112.0,0.0,10.0,3.307229022222259e-05,0,2.930004166666736e-06,3.600229438888932e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
