habitat_id;habitat_code;habitat_priority;habitat_np;habitat_cover;habitat_caves;habitat_data_quality;habitat_representativity;habitat_relative_surface;habitat_conservation;habitat_global;site_code;habitat_cover_ha;year;id_reporte
11481;1430;0;0;0.21;;M;B;C;B;B;ES2410076;100.95;2023;135
11584;9340;0;0;0.79;;M;B;C;B;B;ES2410076;373.83;2023;135
11524;5210;0;0;14.1;;M;B;C;B;B;ES2410076;6633.48;2023;135
11483;1520;0;0;4.47;;M;C;C;C;C;ES2410076;2105.0;2023;135
11577;9240;0;0;0.22;;M;B;C;B;B;ES2410076;102.07;2023;135
11591;9540;0;0;;;M;A;C;C;A;ES2410076;15972.8;2023;135
11581;92D0;0;0;0.01;;M;B;C;B;B;ES2410076;4.44;2023;135
11542;6420;0;0;0.02;;M;C;C;C;C;ES2410076;8.06;2023;135
11593;9560;0;0;4.03;;M;C;C;C;C;ES2410076;1894.02;2023;135
11520;4090;0;0;0.14;;M;B;C;B;B;ES2410076;67.72;2023;135
11529;5330;0;0;;;M;B;C;B;B;ES2410076;0.85;2023;135
11538;6220;0;0;3.76;;M;B;C;B;B;ES2410076;1767.79;2023;135
11590;9530;0;0;9.24;;M;C;C;C;B;ES2420129;4923.27;2023;135
11538;6220;0;0;;;DD;B;C;B;B;ES2420129;;2023;135
11542;6420;0;0;;;DD;C;C;C;C;ES2420129;;2023;135
11579;92A0;0;0;0.01;;M;B;C;B;B;ES2420129;5.36;2023;135
11544;6510;0;0;0.01;;M;B;C;B;B;ES2420129;3.63;2023;135
11483;1520;0;0;0.79;;M;C;C;C;C;ES2420129;419.67;2023;135
11577;9240;0;0;0.37;;M;B;C;B;B;ES2420129;194.85;2023;135
11518;4060;0;0;2.55;;M;B;C;B;B;ES2420129;1355.84;2023;135
11520;4090;0;0;2.85;;M;B;C;B;B;ES2420129;1518.89;2023;135
11524;5210;0;0;;;M;C;C;C;C;ES2420129;0.9;2023;135
11558;8210;0;0;0.01;;M;A;C;A;A;ES2420129;4.08;2023;135
11537;6210;0;0;0.07;;M;A;C;A;A;ES2420129;37.87;2023;135
11584;9340;0;0;7.35;;M;A;C;A;A;ES2420129;3917.2;2023;135
11557;8130;0;0;;;M;A;C;A;A;ES2420129;0.66;2023;135
11593;9560;0;0;6.75;;M;B;C;B;B;ES2420129;3593.15;2023;135
11536;6170;0;0;2.91;;M;C;C;C;C;ES2420129;1550.32;2023;135
11482;1510;0;0;;;DD;C;C;C;C;ES2420129;;2023;135
11538;6220;0;0;0.12;;M;B;C;B;B;ES2430104;0.21;2023;135
11520;4090;0;0;1.84;;M;B;C;B;B;ES2430104;3.2;2023;135
11579;92A0;0;0;16.83;;M;A;C;A;A;ES2430104;29.33;2023;135
11584;9340;0;0;0.14;;M;C;C;C;C;ES2430104;0.24;2023;135
11562;8310;0;0;100.0;;G;B;C;B;B;ES5214004;1.0;2023;135
11500;3140;0;0;20.0;;G;B;C;B;B;ES5222002;21.0;2023;135
11542;6420;0;0;10.0;;G;C;C;C;C;ES5222002;10.5;2023;135
11467;1150;0;0;30.0;;G;A;C;B;A;ES5222002;31.5;2023;135
11480;1420;0;0;20.0;;G;B;C;B;B;ES5222002;21.0;2023;135
11479;1410;0;0;20.0;;G;B;C;B;B;ES5222002;21.0;2023;135
11542;6420;0;0;5.0;;G;C;C;C;C;ES5222004;500.757;2023;135
11572;91B0;0;0;3.0;;G;C;C;C;C;ES5222004;300.454;2023;135
11580;92B0;0;0;5.0;;G;C;A;C;C;ES5222004;500.757;2023;135
11576;9230;0;0;5.0;;G;C;C;C;C;ES5222004;500.757;2023;135
11593;9560;0;0;10.0;;G;B;C;B;B;ES5222004;1001.514;2023;135
11558;8210;0;0;2.0;;G;B;C;B;B;ES5222004;200.303;2023;135
11511;3280;0;0;25.0;;G;B;A;B;B;ES5222004;2503.785;2023;135
11584;9340;0;0;10.0;;G;B;C;B;B;ES5222004;1001.514;2023;135
11584;9340;0;0;1.0;;G;B;C;B;B;ES5233013;48.198;2023;135
11538;6220;0;0;21.0;;G;B;C;B;B;ES5233013;316.4;2023;135
11558;8210;0;0;22.0;;G;A;C;A;A;ES5233013;632.8;2023;135
11562;8310;0;0;;;DD;C;C;B;B;ES5233013;;2023;135
11532;6110;0;0;10.0;;G;B;C;B;B;ES5233013;316.4;2023;135
11526;5230;0;0;1.0;;G;A;C;A;A;ES5233013;3.51;2023;135
11529;5330;0;0;42.0;;G;B;C;B;B;ES5233013;1898.5;2023;135
11581;92D0;0;0;1.0;;G;B;C;B;B;ES5233013;48.198;2023;135
11529;5330;0;0;35.0;;G;A;C;A;A;ES5233041;497.83;2023;135
11512;3290;0;0;;;G;B;C;B;B;ES5233041;1.39;2023;135
11552;7220;0;0;1.0;;G;C;C;B;B;ES5233041;0.03;2023;135
11581;92D0;0;0;1.0;;G;C;C;B;B;ES5233041;5.32;2023;135
11538;6220;0;0;28.0;;G;B;C;B;B;ES5233041;83.33;2023;135
11558;8210;0;0;25.0;;G;B;C;B;B;ES5233041;182.0;2023;135
11526;5230;0;0;;;G;B;C;C;C;ES5233041;0.14;2023;135
11532;6110;0;0;3.0;;G;B;C;B;B;ES5233041;31.94;2023;135
11584;9340;0;0;;;G;B;C;B;B;ES5233041;435.56;2023;135
11582;9320;0;0;;;G;C;C;B;B;ES5233041;22.91;2023;135
21006;9580;0;0;;;G;C;C;C;C;ES5233041;0.4;2023;135
11572;91B0;0;0;1.0;;G;B;C;B;B;ES5233041;28.66;2023;135
11579;92A0;0;0;;;G;B;C;B;B;ES5233041;1.39;2023;135
11542;6420;0;0;;;G;B;C;B;B;ES5233041;13.14;2023;135
11557;8130;0;0;;;G;B;C;B;B;ES5233041;31.54;2023;135
11543;6430;0;0;1.0;;P;C;C;C;C;ES5233041;35.146;2023;135
11529;5330;0;0;;;G;B;C;B;B;ES7020076;15.84;2023;135
11586;9370;0;0;;;G;B;C;B;B;ES7020076;0.36;2023;135
11582;9320;0;0;;;G;C;C;C;C;ES7020091;4.26;2023;135
11592;9550;0;0;;;G;B;C;B;B;ES7020091;204.93;2023;135
11517;4050;0;0;;;G;B;B;B;B;ES7020091;787.61;2023;135
11585;9360;0;0;;;G;A;C;A;A;ES7020091;179.11;2023;135
11469;1170;0;0;1.0;;P;A;C;A;A;ES0000256;5.673;2023;135
11481;1430;0;0;1.0;;M;B;C;B;B;ES0000256;0.109;2023;135
11466;1140;0;0;;;M;B;B;A;B;ES0000001;509.53;2023;135
11473;1230;0;0;9.15;;G;A;B;A;A;ES0000001;115.2;2023;135
11486;2130;0;0;0.06;;G;A;C;A;A;ES0000001;16.64;2023;135
11471;1210;0;0;0.04;;G;A;C;A;A;ES0000001;0.85;2023;135
11480;1420;0;0;0.01;;G;A;C;A;A;ES0000001;0.78;2023;135
11484;2110;0;0;0.3;;G;A;C;A;A;ES0000001;0.5;2023;135
11564;8330;0;0;;;G;A;C;A;A;ES0000001;1.21;2023;135
11468;1160;0;0;;;M;A;B;A;A;ES0000001;490.02;2023;135
11560;8230;0;0;1.51;;G;A;C;A;A;ES0000001;105.52;2023;135
11485;2120;0;0;0.06;;G;A;C;A;A;ES0000001;4.86;2023;135
11469;1170;0;0;;;M;A;C;A;A;ES0000001;541.36;2023;135
11494;2260;0;0;0.03;;G;B;C;A;B;ES0000001;3.58;2023;135
11467;1150;0;0;;;G;A;C;A;A;ES0000001;9.1;2023;135
11562;8310;0;0;;;G;B;C;A;B;ES0000001;0.64;2023;135
11538;6220;0;0;;;G;B;C;A;B;ES0000001;1.78;2023;135
11515;4030;0;0;4.54;;G;B;C;A;B;ES0000001;190.17;2023;135
11559;8220;0;0;;;G;B;C;A;B;ES0000001;2.38;2023;135
11463;1110;0;0;;;M;A;C;A;A;ES0000001;490.02;2023;135
11491;2230;0;0;0.01;;G;B;C;A;B;ES0000001;0.5;2023;135
11478;1330;0;0;0.01;;G;A;C;A;A;ES0000001;0.84;2023;135
11537;6210;1;0;;;M;A;C;B;B;ES0000003;1069.81;2023;135
11549;7140;0;0;;;M;B;C;B;A;ES0000003;31.59;2023;135
11544;6510;0;0;;;G;B;C;B;B;ES0000003;759.82;2023;135
11558;8210;0;0;;;G;A;C;A;A;ES0000003;1768.27;2023;135
11522;5120;0;0;;;G;B;C;B;C;ES0000003;612.11;2023;135
11576;9230;0;0;;;G;B;C;B;C;ES0000003;451.53;2023;135
11505;3220;0;0;;;P;D;;;;ES0000003;6.84;2023;135
11557;8130;0;0;;;G;A;C;A;A;ES0000003;1368.8;2023;135
11539;6230;0;0;;;G;B;C;B;A;ES0000003;344.37;2023;135
11569;9150;0;0;;;G;B;C;B;B;ES0000003;599.04;2023;135
11514;4020;0;0;;;M;C;C;B;C;ES0000003;19.74;2023;135
11501;3150;0;0;;;M;C;C;B;C;ES0000003;0.08;2023;135
11535;6160;0;0;;;G;B;C;B;B;ES0000003;63.5;2023;135
11520;4090;0;0;;;G;A;C;A;A;ES0000003;3565.32;2023;135
11566;9120;0;0;;;G;A;C;A;A;ES0000003;4687.24;2023;135
11509;3260;0;0;;;P;D;;;;ES0000003;13.68;2023;135
11502;3160;0;0;;;P;D;;;;ES0000003;0.79;2023;135
11560;8230;0;0;;;G;B;C;B;C;ES0000003;83.89;2023;135
11541;6410;0;0;;;P;D;;;;ES0000003;0.8;2023;135
11497;3110;0;0;;;M;C;C;B;C;ES0000003;0.2;2023;135
11515;4030;0;0;;;G;B;C;B;B;ES0000003;618.48;2023;135
11577;9240;0;0;;;G;B;C;B;B;ES0000003;146.7;2023;135
11532;6110;0;0;;;P;D;;;;ES0000003;1.67;2023;135
11552;7220;0;0;;;M;B;C;B;B;ES0000003;3.84;2023;135
11570;9160;0;0;;;M;C;B;B;B;ES0000003;342.07;2023;135
11587;9380;0;0;;;M;B;C;B;B;ES0000003;7.11;2023;135
11500;3140;0;0;;;G;C;C;B;C;ES0000003;0.11;2023;135
11553;7230;0;0;;;G;B;C;B;A;ES0000003;7.39;2023;135
11543;6430;0;0;;;M;B;C;B;A;ES0000003;136.83;2023;135
11571;9180;0;0;;;M;B;B;B;A;ES0000003;415.42;2023;135
11518;4060;0;0;;;G;B;C;B;B;ES0000003;321.2;2023;135
11559;8220;0;0;;;G;B;C;B;B;ES0000003;56.01;2023;135
11562;8310;0;0;;;P;B;C;B;B;ES0000003;237.8;2023;135
11507;3240;0;0;;;M;C;C;B;B;ES0000003;13.68;2023;135
11584;9340;0;0;;;G;B;C;B;B;ES0000003;113.75;2023;135
11546;7110;0;0;;;M;C;C;B;B;ES0000003;11.84;2023;135
11574;91E0;0;0;;;G;C;C;B;B;ES0000003;615.72;2023;135
11536;6170;0;0;;;G;A;C;A;A;ES0000003;1547.25;2023;135
11581;92D0;0;0;3.0;;G;B;C;B;B;ES0000013;131.74;2023;135
11584;9340;0;0;;;G;B;C;B;B;ES0000013;30.16;2023;135
11476;1310;0;0;;;G;B;C;B;B;ES0000013;3.18;2023;135
11542;6420;0;0;;;G;B;C;C;C;ES0000013;7.3;2023;135
11479;1410;0;0;5.0;;G;B;C;B;B;ES0000013;128.34;2023;135
11551;7210;0;0;21.0;;G;B;C;C;C;ES0000013;11.98;2023;135
11501;3150;0;0;;;G;B;C;B;B;ES0000013;0.07;2023;135
11500;3140;0;0;;;G;B;C;C;C;ES0000013;44.2;2023;135
11481;1430;0;0;1.0;;G;B;C;B;B;ES0000013;20.25;2023;135
11482;1510;0;0;5.0;;G;B;C;B;B;ES0000013;4.85;2023;135
11538;6220;0;0;4.7;;M;A;C;A;A;ES0000014;5451.93;2023;135
11549;7140;0;0;0.01;;P;D;;;;ES0000014;1.73;2023;135
11520;4090;0;0;0.02;;M;C;C;B;C;ES0000014;17.27;2023;135
11541;6410;0;0;0.01;;M;B;C;B;B;ES0000014;12.19;2023;135
11502;3160;0;0;0.01;;P;D;;;;ES0000014;0.25;2023;135
11503;3170;0;0;0.7;;M;B;C;B;B;ES0000014;80.882;2023;135
11540;6310;0;0;46.81;;M;A;C;A;A;ES0000014;54344.87;2023;135
11558;8210;0;0;0.1;;P;D;;;;ES0000014;121.86;2023;135
11583;9330;0;0;2.5;;M;B;C;B;B;ES0000014;2898.1;2023;135
11546;7110;0;0;0.01;;M;C;C;A;C;ES0000014;0.6;2023;135
11511;3280;0;0;0.01;;M;B;C;B;B;ES0000014;12.19;2023;135
11509;3260;0;0;0.01;;M;B;C;B;B;ES0000014;14.76;2023;135
11572;91B0;0;0;0.01;;M;C;C;B;C;ES0000014;7.33;2023;135
11500;3140;0;0;0.1;;P;D;;;;ES0000014;121.86;2023;135
11560;8230;0;0;0.1;;M;C;C;C;C;ES0000014;121.86;2023;135
11529;5330;0;0;3.43;;M;B;C;B;B;ES0000014;3983.64;2023;135
11559;8220;0;0;1.04;;M;B;C;B;B;ES0000014;1208.97;2023;135
11508;3250;0;0;0.1;;P;D;;;;ES0000014;121.86;2023;135
11497;3110;0;0;0.01;;P;D;;;;ES0000014;3.16;2023;135
11501;3150;0;0;0.01;;P;D;;;;ES0000014;0.11;2023;135
11524;5210;0;0;0.07;;M;B;C;B;B;ES0000014;86.09;2023;135
11577;9240;0;0;0.23;;M;A;C;A;A;ES0000014;264.11;2023;135
11510;3270;0;0;0.06;;M;B;B;B;B;ES0000014;73.12;2023;135
11574;91E0;0;0;0.2;;M;B;C;B;B;ES0000014;228.3;2023;135
11557;8130;0;0;0.43;;M;C;C;B;C;ES0000014;497.2;2023;135
11579;92A0;0;0;0.03;;M;B;C;B;B;ES0000014;39.4;2023;135
11542;6420;0;0;0.02;;M;B;C;B;B;ES0000014;27.26;2023;135
11584;9340;0;0;9.18;;M;B;C;B;B;ES0000014;10661.43;2023;135
11581;92D0;0;0;0.44;;M;B;C;B;B;ES0000014;512.74;2023;135
11515;4030;0;0;3.9;;M;B;C;B;B;ES0000014;4529.93;2023;135
11544;6510;0;0;0.1;;P;D;;;;ES0000014;121.86;2023;135
11576;9230;0;0;0.07;;P;D;;;;ES0000014;81.66;2023;135
11578;9260;0;0;0.11;;M;C;C;C;C;ES0000014;131.23;2023;135
11582;9320;0;0;0.18;;M;B;C;B;C;ES0000014;206.2;2023;135
11569;9150;0;0;5.91;;M;A;C;A;A;ES0000016;933.26;2023;135
11557;8130;0;0;4.34;;M;A;C;A;A;ES0000016;685.78;2023;135
11577;9240;0;0;0.28;;M;B;C;B;B;ES0000016;44.27;2023;135
11533;6140;0;0;3.18;;M;A;C;A;A;ES0000016;502.77;2023;135
11507;3240;0;0;0.14;;M;A;C;A;A;ES0000016;22.64;2023;135
11567;9130;0;0;;;P;C;C;C;C;ES0000016;242.97;2023;135
11553;7230;0;0;0.05;;M;A;C;A;A;ES0000016;8.23;2023;135
11556;8120;0;0;0.32;;DD;B;C;C;B;ES0000016;50.49;2023;135
11544;6510;0;0;0.08;;M;C;C;C;C;ES0000016;13.37;2023;135
11520;4090;0;0;5.54;;M;C;C;C;B;ES0000016;874.93;2023;135
11554;7240;0;0;;;DD;A;C;A;A;ES0000016;;2023;135
11584;9340;0;0;2.11;;M;A;C;A;A;ES0000016;332.85;2023;135
11558;8210;0;0;2.47;;M;A;C;A;A;ES0000016;389.75;2023;135
11543;6430;0;0;0.1;;M;A;C;A;A;ES0000016;15.44;2023;135
11536;6170;0;0;18.29;;M;A;C;A;A;ES0000016;2889.12;2023;135
11565;8340;0;0;1.42;;M;A;A;A;A;ES0000016;224.06;2023;135
11552;7220;0;0;0.01;;M;A;C;A;A;ES0000016;1.99;2023;135
11537;6210;0;0;4.82;;M;B;C;A;A;ES0000016;761.82;2023;135
11571;9180;0;0;1.47;;M;A;B;A;A;ES0000016;231.47;2023;135
11562;8310;0;0;;27.0;M;A;A;A;A;ES0000016;;2023;135
11588;9430;0;0;1.26;;M;A;C;A;A;ES0000016;199.43;2023;135
11523;5130;0;0;0.002;;G;A;B;A;A;ES0000018;65.371;2023;135
11574;91E0;0;0;0.053;;G;B;C;B;B;ES0000018;46.319;2023;135
11522;5120;0;0;0.337;;G;A;C;A;C;ES0000018;143.335;2023;135
11560;8230;0;0;0.043;;G;A;C;B;A;ES0000018;20.535;2023;135
11524;5210;0;0;0.209;;G;B;C;B;C;ES0000018;119.32;2023;135
11544;6510;0;0;0.362;;G;A;C;A;C;ES0000018;203.837;2023;135
11532;6110;0;0;0.002;;P;A;C;A;A;ES0000018;0.01;2023;135
11537;6210;0;0;6.346;;G;A;B;A;A;ES0000018;2825.672;2023;135
11590;9530;0;0;1.075;;G;C;C;C;C;ES0000018;629.362;2023;135
11562;8310;0;0;0.002;;P;A;C;A;B;ES0000018;0.01;2023;135
11541;6410;0;0;0.004;;G;C;C;B;C;ES0000018;1.948;2023;135
11536;6170;0;0;5.725;;G;A;B;A;B;ES0000018;3499.845;2023;135
11520;4090;0;0;0.07;;G;A;C;A;C;ES0000018;32.743;2023;135
11507;3240;0;0;0.058;;G;A;C;A;B;ES0000018;35.831;2023;135
11542;6420;0;0;0.007;;G;B;C;B;C;ES0000018;0.092;2023;135
11577;9240;0;0;;;G;;C;;;ES0000018;25.07;2023;135
11571;9180;0;0;0.032;;G;C;C;B;C;ES0000018;6.605;2023;135
11569;9150;0;0;0.848;;G;A;C;A;B;ES0000018;604.453;2023;135
11588;9430;1;0;;;G;A;B;B;A;ES0000018;7592.79;2023;135
11539;6230;0;0;;;G;;C;;;ES0000018;341.21;2023;135
11553;7230;0;0;0.006;;G;A;C;A;C;ES0000018;3.015;2023;135
11557;8130;0;0;3.103;;G;A;B;A;C;ES0000018;1949.917;2023;135
11559;8220;0;0;0.264;;G;A;C;A;C;ES0000018;115.326;2023;135
11588;9430;0;0;13.128;;G;A;C;A;A;ES0000018;439.727;2023;135
11521;5110;0;0;7.396;;G;A;C;A;A;ES0000018;4069.738;2023;135
11567;9130;0;0;0.239;;G;B;C;B;B;ES0000018;231.139;2023;135
11518;4060;0;0;0.399;;G;A;C;A;B;ES0000018;446.145;2023;135
11515;4030;0;0;0.021;;G;A;C;A;C;ES0000018;3.659;2023;135
11556;8120;0;0;0.266;;G;A;;A;A;ES0000018;104.524;2023;135
11566;9120;0;0;0.093;;G;A;C;A;C;ES0000018;51.951;2023;135
11545;6520;0;0;0.003;;G;C;C;C;C;ES0000018;1.612;2023;135
11584;9340;0;0;2.684;;G;B;C;B;B;ES0000018;1861.746;2023;135
11558;8210;0;0;5.043;;G;A;B;A;A;ES0000018;2421.867;2023;135
11511;3280;0;0;;;G;;C;;;ES0000019;0.632;2023;135
11542;6420;0;0;;;G;;C;;;ES0000019;0.1;2023;135
11482;1510;0;0;;;G;;C;;;ES0000019;0.1;2023;135
11476;1310;0;0;0.037;;G;A;C;A;B;ES0000019;33.848;2023;135
11480;1420;0;0;;;G;;C;;;ES0000019;297.888;2023;135
11490;2210;0;0;0.555;;G;B;C;B;B;ES0000019;12.794;2023;135
11544;6510;0;0;2.383;;G;B;C;B;B;ES0000019;208.326;2023;135
11484;2110;0;0;0.023;;G;C;B;B;B;ES0000019;30.481;2023;135
11579;92A0;0;0;0.222;;G;A;C;A;B;ES0000019;42.238;2023;135
11581;92D0;0;0;0.307;;G;B;C;B;B;ES0000019;43.204;2023;135
11479;1410;0;0;5.739;;G;A;B;A;B;ES0000019;279.657;2023;135
11509;3260;0;0;;;G;;C;;;ES0000019;0.632;2023;135
11477;1320;0;0;0.568;;G;A;B;A;B;ES0000019;58.298;2023;135
11485;2120;0;0;0.023;;G;C;C;C;C;ES0000019;3.167;2023;135
11467;1150;0;0;0.405;;G;A;C;A;B;ES0000019;45.362;2023;135
11501;3150;0;0;;;G;;C;;;ES0000019;2.829;2023;135
11583;9330;0;0;0.019;;G;C;C;C;C;ES0000019;0.093;2023;135
11510;3270;0;0;;;G;;C;;;ES0000019;1.52;2023;135
11551;7210;0;0;0.644;;G;A;B;A;A;ES0000020;106.091;2023;135
11466;1140;0;0;3.324;;G;A;B;A;A;ES0000020;2450.867;2023;135
11509;3260;0;0;;;G;;B;;;ES0000020;293.65;2023;135
11542;6420;0;0;;;G;C;C;C;C;ES0000020;1.588;2023;135
11476;1310;0;0;0.263;;G;A;B;A;A;ES0000020;172.162;2023;135
11511;3280;0;0;;;G;;C;;;ES0000020;25.46;2023;135
11477;1320;0;0;0.176;;G;A;C;A;B;ES0000020;13.18;2023;135
11485;2120;0;0;;;G;;C;;;ES0000020;0.74;2023;135
11480;1420;0;0;1.305;;G;A;C;A;A;ES0000020;647.346;2023;135
11491;2230;0;0;0.099;;G;A;C;A;A;ES0000020;0.217;2023;135
11465;1130;0;0;;;M;;C;;;ES0000020;9.244;2023;135
11500;3140;0;0;;;G;;C;;;ES0000020;11.42;2023;135
11484;2110;0;0;0.175;;G;A;B;A;A;ES0000020;128.59;2023;135
11469;1170;0;0;;;M;;C;;;ES0000020;0.027;2023;135
11467;1150;0;0;3.093;;G;A;B;A;A;ES0000020;1680.892;2023;135
11482;1510;0;0;0.228;;G;B;C;B;B;ES0000020;37.266;2023;135
11481;1430;0;0;;;G;;C;;;ES0000020;1.85;2023;135
11501;3150;0;0;;;G;;C;;;ES0000020;9.05;2023;135
11490;2210;0;0;0.389;;G;A;B;A;A;ES0000020;87.703;2023;135
11489;2190;0;0;;;G;C;C;C;C;ES0000020;1.551;2023;135
11579;92A0;0;0;0.005;;G;B;C;B;B;ES0000020;2.615;2023;135
11479;1410;0;0;0.492;;G;A;B;A;A;ES0000020;302.558;2023;135
11481;1430;0;0;3.78;;G;B;C;B;B;ES0000021;361.772;2023;135
11558;8210;0;0;;;G;;C;;;ES0000021;6.692;2023;135
11579;92A0;0;0;0.14;;G;B;C;B;B;ES0000021;11.126;2023;135
11529;5330;0;0;0.097;;G;C;C;C;C;ES0000021;8.924;2023;135
11591;9540;0;0;0.521;;G;C;C;C;C;ES0000021;25.379;2023;135
11584;9340;0;0;;;G;;C;;;ES0000021;0.384;2023;135
11538;6220;0;0;0.878;;G;C;C;C;C;ES0000021;129.44;2023;135
11574;91E0;0;0;0.002;;G;A;C;A;C;ES0000022;0.189;2023;135
11539;6230;0;0;;;G;;B;;;ES0000022;2101.572;2023;135
11555;8110;0;0;;;G;B;;B;B;ES0000022;71.02;2023;135
11518;4060;0;0;2.681;;G;A;C;A;A;ES0000022;1732.488;2023;135
11514;4020;0;0;0.043;;G;A;C;A;A;ES0000022;16.927;2023;135
11560;8230;0;0;0.002;;G;A;C;A;B;ES0000022;1.059;2023;135
11500;3140;0;0;;;G;D;;B;C;ES0000022;0.364;2023;135
11552;7220;0;0;;;G;D;;C;C;ES0000022;0.373;2023;135
11588;9430;1;0;;;G;B;C;B;B;ES0000022;476.389;2023;135
11536;6170;0;0;3.513;;G;A;C;A;B;ES0000022;1909.396;2023;135
11557;8130;0;0;12.391;;G;A;B;A;A;ES0000022;7256.89;2023;135
11541;6410;0;0;0.005;;G;A;C;A;B;ES0000022;17.231;2023;135
11566;9120;0;0;;;G;C;C;C;C;ES0000022;119.22;2023;135
11554;7240;0;0;;;G;C;B;B;B;ES0000022;0.194;2023;135
11571;9180;0;0;0.089;;G;A;C;A;C;ES0000022;66.444;2023;135
11545;6520;0;0;0.568;;G;A;A;A;A;ES0000022;237.86;2023;135
11497;3110;0;0;;;G;A;A;A;A;ES0000022;463.06;2023;135
11483;1520;0;0;0.008;;G;C;C;C;C;ES0000022;6.119;2023;135
11558;8210;0;0;0.716;;G;A;C;A;C;ES0000022;507.562;2023;135
11573;91D0;0;0;;;G;C;;C;C;ES0000022;28.15;2023;135
11537;6210;0;0;4.956;;G;A;B;A;B;ES0000022;2728.193;2023;135
11588;9430;0;0;11.439;;G;A;B;A;A;ES0000022;5509.692;2023;135
11549;7140;0;0;;;G;A;C;A;A;ES0000022;2.15;2023;135
11567;9130;0;0;0.964;;G;A;C;A;A;ES0000022;641.376;2023;135
11532;6110;0;0;;;P;;C;;;ES0000022;0.01;2023;135
11509;3260;0;0;0.01;;G;C;C;C;C;ES0000022;0.575;2023;135
11522;5120;0;0;0.778;;G;A;C;A;C;ES0000022;628.198;2023;135
11544;6510;0;0;0.072;;G;A;C;A;C;ES0000022;33.692;2023;135
11565;8340;0;0;0.002;;G;A;A;A;B;ES0000022;155.706;2023;135
11562;8310;0;0;0.002;;P;A;C;A;B;ES0000022;0.01;2023;135
11584;9340;0;0;0.665;;G;C;C;B;C;ES0000022;420.87;2023;135
11521;5110;0;0;0.227;;G;A;C;A;C;ES0000022;161.749;2023;135
11542;6420;0;0;;;G;;C;;;ES0000022;0.72;2023;135
11533;6140;0;0;8.185;;G;A;B;A;A;ES0000022;5405.79;2023;135
11507;3240;0;0;0.004;;G;A;C;A;A;ES0000022;79.846;2023;135
11559;8220;0;0;16.365;;G;A;B;A;A;ES0000022;8831.034;2023;135
11590;9530;0;0;0.051;;G;C;C;C;C;ES0000022;40.342;2023;135
11546;7110;0;0;;;P;;C;;;ES0000022;0.12;2023;135
11523;5130;0;0;0.397;;G;A;A;A;A;ES0000022;376.113;2023;135
11502;3160;0;0;0.79;;G;A;C;A;A;ES0000022;0.79;2023;135
11553;7230;0;0;0.032;;G;A;B;A;C;ES0000022;27.055;2023;135
11579;92A0;0;0;0.01;;G;C;C;C;C;ES0000022;14.824;2023;135
11543;6430;0;0;;;G;C;C;B;B;ES0000022;5.37;2023;135
11501;3150;0;0;0.002;;G;A;C;A;A;ES0000022;6.845;2023;135
11515;4030;0;0;0.239;;G;A;C;A;C;ES0000022;157.362;2023;135
11551;7210;0;0;1.0;;G;B;B;B;B;ES0000023;275.38;2023;135
11501;3150;0;0;1.0;;G;B;B;B;B;ES0000023;275.38;2023;135
11529;5330;0;0;2.0;;G;A;C;A;C;ES0000023;550.76;2023;135
11484;2110;0;0;1.0;;G;A;A;A;A;ES0000023;275.38;2023;135
11489;2190;0;0;1.0;;G;B;A;B;B;ES0000023;275.38;2023;135
11464;1120;0;0;8.0;;G;C;C;C;C;ES0000023;2203.04;2023;135
11479;1410;0;0;1.0;;G;B;B;B;B;ES0000023;275.38;2023;135
11494;2260;0;0;1.0;;G;A;C;A;A;ES0000023;275.38;2023;135
11500;3140;0;0;22.0;;G;B;A;B;B;ES0000023;6058.36;2023;135
11485;2120;0;0;1.0;;G;B;B;B;B;ES0000023;275.38;2023;135
11463;1110;0;0;2.0;;G;D;;;;ES0000023;550.76;2023;135
11503;3170;0;0;1.0;;G;A;C;A;A;ES0000023;275.38;2023;135
11467;1150;0;0;22.0;;G;A;A;A;A;ES0000023;6058.36;2023;135
11493;2250;0;0;1.0;;G;B;B;B;B;ES0000023;275.38;2023;135
11492;2240;0;0;1.0;;G;C;A;C;C;ES0000023;275.38;2023;135
11471;1210;0;0;1.0;;G;A;A;A;A;ES0000023;275.38;2023;135
11495;2270;0;0;2.0;;M;A;A;A;A;ES0000024;10073.27;2023;135
11512;3290;0;0;0.0;;M;C;B;B;C;ES0000024;20.678;2023;135
11493;2250;0;0;2.0;;M;A;A;A;A;ES0000024;1478.14;2023;135
11466;1140;0;0;0.0;;M;B;B;;;ES0000024;1065.79;2023;135
11551;7210;0;0;1.0;;G;A;B;C;B;ES0000024;97.72;2023;135
11480;1420;0;0;1.0;;M;A;A;A;A;ES0000024;6432.84;2023;135
11502;3160;0;0;1.0;;M;A;C;B;A;ES0000024;40.001;2023;135
11540;6310;0;0;1.0;;M;A;C;C;B;ES0000024;734.2;2023;135
11491;2230;0;0;1.0;;M;A;A;A;A;ES0000024;2898.4;2023;135
11501;3150;0;0;1.0;;M;A;C;B;A;ES0000024;113.66;2023;135
11503;3170;0;0;1.0;;M;B;B;B;B;ES0000024;734.85;2023;135
11485;2120;0;0;1.0;;M;A;A;A;A;ES0000024;743.97;2023;135
11529;5330;0;0;1.0;;M;B;C;B;B;ES0000024;16.16;2023;135
11582;9320;0;0;0.0;;M;C;C;C;C;ES0000024;3.88;2023;135
