habitat_id;habitat_code;habitat_priority;habitat_np;habitat_cover;habitat_caves;habitat_data_quality;habitat_representativity;habitat_relative_surface;habitat_conservation;habitat_global;site_code;habitat_cover_ha;year;id_reporte
11560;8230;0;0;;;G;A;C;A;A;ES1120016;10.64;2023;135
11541;6410;0;0;;;G;C;C;B;C;ES1120016;3.65;2023;135
11509;3260;0;0;;;G;A;C;B;B;ES1120016;83.79;2023;135
11576;9230;0;0;23.0;;G;B;C;B;B;ES1120016;392.72;2023;135
11538;6220;0;0;1.0;;G;A;C;A;A;ES1120016;5.04;2023;135
11559;8220;0;0;;;G;A;C;A;A;ES1120016;6.13;2023;135
11557;8130;0;0;;;G;A;C;A;A;ES1120016;3.49;2023;135
11515;4030;0;0;6.0;;G;B;C;A;B;ES1120016;345.73;2023;135
11564;8330;0;0;;;G;C;C;B;C;ES1120017;1.42;2023;135
11515;4030;0;0;10.0;;G;A;C;B;B;ES1120017;137.02;2023;135
11484;2110;0;0;1.0;;G;B;C;B;B;ES1120017;0.5;2023;135
11463;1110;0;0;;;M;A;C;B;B;ES1120017;21.2;2023;135
11552;7220;0;0;;;G;C;C;B;C;ES1120017;1.42;2023;135
11469;1170;0;0;;;M;A;C;B;B;ES1120017;23.17;2023;135
11465;1130;0;0;;;M;A;C;B;B;ES1120017;9.15;2023;135
11516;4040;0;0;20.0;;G;A;C;B;B;ES1120017;1.97;2023;135
11526;5230;0;0;;;G;C;C;B;C;ES1120017;1.74;2023;135
11473;1230;0;0;26.0;;G;A;B;B;B;ES1120017;127.91;2023;135
11541;6410;0;0;;;G;A;C;B;B;ES1120017;0.5;2023;135
11574;91E0;0;0;;;G;C;C;C;C;ES1120017;0.5;2023;135
11559;8220;0;0;;;G;A;C;B;B;ES1120017;7.33;2023;135
11514;4020;0;0;1.0;;G;A;C;B;B;ES1120017;65.29;2023;135
11468;1160;0;0;;;M;A;C;B;B;ES1120017;12.21;2023;135
11576;9230;0;0;;;G;B;C;C;C;ES1120017;0.53;2023;135
11543;6430;0;0;;;G;A;C;B;B;ES1120017;0.5;2023;135
11485;2120;0;0;4.0;;G;A;C;B;B;ES1120017;16.49;2023;135
11544;6510;0;0;;;G;A;C;B;B;ES1120017;19.1;2023;135
11478;1330;0;0;;;G;A;C;B;B;ES1120017;0.5;2023;135
11486;2130;0;0;1.0;;G;A;C;B;B;ES1120017;4.79;2023;135
11471;1210;0;0;1.0;;G;A;C;C;C;ES1120017;1.7;2023;135
11509;3260;0;0;;;G;A;C;B;B;ES1120017;1.6;2023;135
11560;8230;0;0;;;G;A;C;B;B;ES1120017;99.04;2023;135
11538;6220;0;0;;;G;A;C;B;B;ES1120017;2.24;2023;135
11466;1140;0;0;;;M;A;C;B;B;ES1120017;32.58;2023;135
11543;6430;0;0;;;G;B;C;C;C;ES1130001;47.95;2023;135
11583;9330;0;0;;;G;A;C;B;B;ES1130001;1.56;2023;135
11514;4020;0;0;1.0;;G;A;C;B;B;ES1130001;274.75;2023;135
11509;3260;0;0;1.0;;G;A;B;B;B;ES1130001;467.38;2023;135
11541;6410;0;0;;;G;B;C;B;B;ES1130001;22.92;2023;135
11578;9260;0;0;1.0;;G;C;C;C;C;ES1130001;8.79;2023;135
11560;8230;0;0;4.0;;G;A;B;A;A;ES1130001;6981.6;2023;135
11576;9230;0;0;4.0;;G;B;C;B;B;ES1130001;2837.16;2023;135
11557;8130;0;0;;;G;A;C;A;A;ES1130001;237.79;2023;135
11538;6220;0;0;;;G;A;C;A;A;ES1130001;301.1;2023;135
11510;3270;0;0;;;G;B;C;B;B;ES1130001;7.02;2023;135
11584;9340;0;0;;;G;A;C;B;B;ES1130001;8.36;2023;135
11550;7150;0;0;;;G;A;C;A;A;ES1130001;2.45;2023;135
11559;8220;0;0;;;G;A;B;A;A;ES1130001;2567.14;2023;135
11562;8310;0;0;;;G;A;C;A;A;ES1130001;279.02;2023;135
11544;6510;0;0;;;G;B;C;B;B;ES1130001;470.97;2023;135
11539;6230;0;0;;;G;A;C;B;B;ES1130001;3.21;2023;135
11549;7140;0;0;1.0;;G;A;C;A;A;ES1130001;2.29;2023;135
11520;4090;0;0;7.0;;G;A;C;B;B;ES1130001;11.43;2023;135
11574;91E0;0;0;1.0;;G;B;C;C;C;ES1130001;28.7;2023;135
11546;7110;0;0;1.0;;G;B;C;B;B;ES1130001;54.02;2023;135
11515;4030;0;0;47.0;;G;A;C;C;C;ES1130001;14655.06;2023;135
11502;3160;0;0;;;G;A;C;B;B;ES1130001;1.93;2023;135
11539;6230;0;0;1.0;;G;A;C;A;A;ES1130002;648.77;2023;135
11549;7140;0;0;1.0;;G;A;C;A;A;ES1130002;3.03;2023;135
11535;6160;0;0;2.0;;G;A;C;A;A;ES1130002;11.75;2023;135
11578;9260;0;0;2.0;;G;A;C;A;A;ES1130002;496.44;2023;135
11576;9230;0;0;6.0;;G;B;C;B;B;ES1130002;2888.02;2023;135
11518;4060;0;0;;;G;A;C;B;B;ES1130002;43.81;2023;135
11544;6510;0;0;;;G;B;C;B;B;ES1130002;20.59;2023;135
11560;8230;0;0;11.0;;G;A;B;A;A;ES1130002;10146.29;2023;135
11583;9330;0;0;;;G;A;C;B;B;ES1130002;8.85;2023;135
11543;6430;0;0;1.0;;G;B;C;B;B;ES1130002;71.82;2023;135
11502;3160;0;0;;;G;A;C;B;B;ES1130002;2.74;2023;135
11587;9380;0;0;1.0;;G;A;C;A;A;ES1130002;45.77;2023;135
11526;5230;0;0;;;G;B;C;B;B;ES1130002;7.6;2023;135
11509;3260;0;0;1.0;;G;A;B;B;B;ES1130002;476.44;2023;135
11574;91E0;0;0;1.0;;G;B;C;B;B;ES1130002;94.11;2023;135
11579;92A0;0;0;;;G;B;C;B;B;ES1130002;0.84;2023;135
11557;8130;0;0;1.0;;G;A;C;A;A;ES1130002;388.61;2023;135
11550;7150;0;0;;;G;A;C;A;A;ES1130002;8.59;2023;135
11515;4030;0;0;39.0;;G;B;C;B;B;ES1130002;21085.14;2023;135
11584;9340;0;0;1.0;;G;A;C;B;B;ES1130002;105.02;2023;135
11520;4090;0;0;10.0;;G;A;C;A;A;ES1130002;22.34;2023;135
11562;8310;0;0;;;G;A;C;A;A;ES1130002;3.63;2023;135
11514;4020;0;0;1.0;;G;A;C;A;A;ES1130002;343.0;2023;135
11546;7110;0;0;1.0;;G;A;B;B;B;ES1130002;336.33;2023;135
11541;6410;0;0;;;G;B;C;B;B;ES1130002;38.66;2023;135
11559;8220;0;0;;;G;A;C;A;A;ES1130002;377.85;2023;135
11538;6220;0;0;;;G;A;C;A;A;ES1130002;391.62;2023;135
11571;9180;0;0;;;G;A;C;C;C;ES1130002;2.47;2023;135
11541;6410;0;0;;;G;B;C;B;B;ES1130003;4.14;2023;135
11518;4060;0;0;;;G;A;C;B;B;ES1130003;0.5;2023;135
11562;8310;0;0;;;G;A;C;A;A;ES1130003;9.4;2023;135
11557;8130;0;0;;;G;A;C;A;A;ES1130003;15.25;2023;135
11549;7140;0;0;1.0;;G;A;C;B;B;ES1130003;1.74;2023;135
11550;7150;0;0;;;G;A;C;B;B;ES1130003;1.74;2023;135
11559;8220;0;0;;;G;A;C;A;A;ES1130003;16.28;2023;135
11514;4020;0;0;1.0;;G;B;C;B;B;ES1130003;1.74;2023;135
11560;8230;0;0;8.0;;G;A;C;A;A;ES1130003;99.45;2023;135
11574;91E0;0;0;1.0;;G;A;C;A;A;ES1130003;0.5;2023;135
11509;3260;0;0;;;G;A;C;B;B;ES1130003;21.82;2023;135
11538;6220;0;0;;;G;A;C;A;A;ES1130003;15.78;2023;135
11546;7110;0;0;1.0;;G;A;C;B;B;ES1130003;1.74;2023;135
11515;4030;0;0;39.0;;G;A;C;B;B;ES1130003;935.26;2023;135
11587;9380;0;0;5.0;;G;A;C;A;A;ES1130003;3.9;2023;135
11535;6160;0;0;;;G;A;C;B;B;ES1130003;1.69;2023;135
11576;9230;0;0;15.0;;G;B;C;B;B;ES1130003;83.19;2023;135
11543;6430;0;0;;;G;A;C;A;A;ES1130003;5.77;2023;135
11539;6230;0;0;;;G;A;C;A;A;ES1130003;1.74;2023;135
11538;6220;0;0;;;G;A;C;C;C;ES1130004;18.01;2023;135
11509;3260;0;0;;;G;A;C;C;C;ES1130004;22.77;2023;135
11557;8130;0;0;;;G;A;C;B;B;ES1130004;13.77;2023;135
11544;6510;0;0;;;G;A;C;B;B;ES1130004;38.73;2023;135
11574;91E0;0;0;;;G;C;C;B;C;ES1130004;0.69;2023;135
11543;6430;0;0;;;G;C;C;B;C;ES1130004;2.65;2023;135
11560;8230;0;0;;;G;A;C;C;C;ES1130004;386.11;2023;135
11576;9230;0;0;8.0;;G;A;C;B;B;ES1130004;107.63;2023;135
11541;6410;0;0;;;G;A;C;B;B;ES1130004;1.58;2023;135
11562;8310;0;0;;;G;A;C;C;C;ES1130004;12.32;2023;135
11559;8220;0;0;;;G;A;C;C;C;ES1130004;17.19;2023;135
11515;4030;0;0;39.0;;G;A;C;C;C;ES1130004;1155.53;2023;135
11510;3270;0;0;;;G;C;C;C;B;ES2200014;0.289;2023;135
11501;3150;0;0;;;G;B;C;B;B;ES2200014;0.071;2023;135
11537;6210;0;0;;;G;D;;;;ES2200014;0.894;2023;135
11574;91E0;0;0;;;G;A;C;B;A;ES2200014;46.694;2023;135
11507;3240;0;0;;;G;A;C;A;A;ES2200014;8.07;2023;135
11578;9260;0;0;;;G;B;C;B;C;ES2200014;1.493;2023;135
11509;3260;0;0;;;G;A;C;A;A;ES2200014;0.114;2023;135
11539;6230;0;0;;;G;D;;;;ES2200014;0.539;2023;135
11515;4030;0;0;;;G;D;;;;ES2200014;2.91;2023;135
11570;9160;0;0;;;G;B;C;B;B;ES2200014;0.748;2023;135
11514;4020;0;0;23.0;;G;C;C;C;C;ES2200015;43.77;2023;135
11570;9160;0;0;6.0;;G;C;C;C;C;ES2200015;12.12;2023;135
11574;91E0;0;0;11.0;;G;C;C;C;C;ES2200015;20.6;2023;135
11566;9120;0;0;6.0;;G;A;C;A;A;ES2200015;11.19;2023;135
11539;6230;0;0;1.0;;G;A;C;A;A;ES2200015;1.0;2023;135
11549;7140;0;0;3.0;;G;C;C;C;C;ES2200015;5.73;2023;135
11550;7150;0;0;2.0;;G;C;C;C;C;ES2200015;3.75;2023;135
11541;6410;0;0;1.0;;G;C;C;C;C;ES2200015;0.42;2023;135
11574;91E0;0;0;;;G;A;C;A;A;ES2200017;47.81;2023;135
11566;9120;0;0;;;G;A;C;A;A;ES2200017;1642.838;2023;135
11552;7220;0;0;;;M;A;C;A;C;ES2200017;0.001;2023;135
11539;6230;0;0;;;G;B;C;B;C;ES2200017;1.0;2023;135
11515;4030;0;0;;;G;B;C;B;C;ES2200017;53.677;2023;135
11570;9160;0;0;;;P;C;C;C;C;ES2200017;20.5;2023;135
11576;9230;0;0;;;M;C;C;C;C;ES2200017;9.56;2023;135
21006;9580;0;0;;;M;B;C;B;B;ES2200017;0.25;2023;135
11549;7140;0;0;;;G;A;C;A;A;ES2200018;6.37;2023;135
11524;5210;0;0;;;G;B;C;A;B;ES2200018;33.04;2023;135
11537;6210;0;0;;;G;B;C;B;B;ES2200018;646.34;2023;135
11560;8230;0;0;;;P;B;C;B;B;ES2200018;111.48;2023;135
11539;6230;0;0;;;G;A;B;A;A;ES2200018;1452.14;2023;135
21006;9580;0;0;;;M;A;C;B;A;ES2200018;0.01;2023;135
11546;7110;0;0;;;G;A;C;A;A;ES2200018;0.0;2023;135
11543;6430;0;0;;;P;A;C;A;A;ES2200018;0.01;2023;135
11536;6170;0;0;;;M;B;C;B;B;ES2200018;0.01;2023;135
11514;4020;0;0;;;G;A;C;A;A;ES2200018;3.43;2023;135
11541;6410;0;0;;;G;A;C;B;B;ES2200018;6.03;2023;135
11520;4090;0;0;;;G;B;C;B;B;ES2200018;34.48;2023;135
11521;5110;0;0;;;M;B;C;A;B;ES2200018;1.86;2023;135
11570;9160;0;0;;;G;D;;;;ES2200018;12.7;2023;135
11576;9230;0;0;;;G;A;C;B;B;ES2200018;259.82;2023;135
11515;4030;0;0;;;G;A;C;A;A;ES2200018;3211.2;2023;135
11562;8310;0;0;;;G;A;C;A;A;ES2200018;0.01;2023;135
11574;91E0;0;0;;;G;B;C;B;B;ES2200018;57.1;2023;135
11578;9260;0;0;;;M;A;C;B;B;ES2200018;558.71;2023;135
11503;3170;0;0;;;P;A;C;B;B;ES2200018;0.02;2023;135
11558;8210;0;0;;;P;B;C;B;B;ES2200018;0.01;2023;135
11566;9120;0;0;;;G;A;B;A;A;ES2200018;11967.72;2023;135
11520;4090;0;0;;;G;B;C;B;B;ES2200019;67.195;2023;135
11566;9120;0;0;;;G;A;C;A;A;ES2200019;5111.973;2023;135
11541;6410;0;0;;;G;B;C;B;B;ES2200019;5.851;2023;135
11539;6230;0;0;;;G;A;C;A;A;ES2200019;1299.965;2023;135
11562;8310;0;0;;;G;D;;;;ES2200019;0.01;2023;135
11521;5110;0;0;;;G;B;C;B;B;ES2200019;14.229;2023;135
21006;9580;0;0;;;M;A;C;A;A;ES2200019;2.5;2023;135
11515;4030;0;0;;;G;A;C;A;A;ES2200019;1496.124;2023;135
11557;8130;0;0;;;G;B;C;B;B;ES2200019;3.272;2023;135
11537;6210;0;0;;;G;B;C;B;B;ES2200019;55.858;2023;135
11569;9150;0;0;;;P;C;C;B;C;ES2200019;10.0;2023;135
11549;7140;0;0;;;G;A;C;A;A;ES2200019;4.009;2023;135
11543;6430;0;0;;;M;A;C;A;B;ES2200019;0.01;2023;135
11574;91E0;0;0;;;P;D;;;;ES2200019;10.0;2023;135
11520;4090;0;0;1.0;;G;A;C;A;A;ES2200020;135.392;2023;135
11570;9160;0;0;3.0;;G;B;B;B;B;ES2200020;475.79;2023;135
21006;9580;0;0;1.0;;G;A;C;A;A;ES2200020;10.0;2023;135
11521;5110;0;0;1.0;;G;A;C;A;A;ES2200020;25.821;2023;135
11566;9120;0;0;13.0;;G;A;C;A;A;ES2200020;1929.74;2023;135
11543;6430;0;0;1.0;;G;A;C;A;A;ES2200020;8.009;2023;135
11509;3260;0;0;;;M;D;;;;ES2200020;0.01;2023;135
11536;6170;0;0;1.0;;G;A;C;A;A;ES2200020;31.283;2023;135
11558;8210;0;0;4.0;;G;A;C;A;A;ES2200020;539.022;2023;135
11578;9260;0;0;1.0;;G;C;C;C;C;ES2200020;51.977;2023;135
11552;7220;0;0;;;M;D;;;;ES2200020;0.01;2023;135
11549;7140;0;0;;;M;D;;;;ES2200020;0.01;2023;135
11515;4030;0;0;1.0;;G;B;C;B;B;ES2200020;189.789;2023;135
11562;8310;0;0;1.0;;G;A;C;A;A;ES2200020;0.01;2023;135
11574;91E0;0;0;1.0;;G;A;C;A;A;ES2200020;9.112;2023;135
11532;6110;0;0;;;M;D;;;;ES2200020;0.01;2023;135
11557;8130;0;0;1.0;;G;A;C;A;A;ES2200020;4.553;2023;135
11537;6210;0;0;10.0;;G;A;C;A;A;ES2200020;1474.782;2023;135
11539;6230;0;0;4.0;;G;A;C;A;A;ES2200020;553.484;2023;135
11576;9230;0;0;1.0;;G;B;C;B;A;ES2200020;19.873;2023;135
11541;6410;0;0;;;M;D;;;;ES2200020;0.01;2023;135
11584;9340;0;0;1.0;;G;C;C;B;B;ES2200021;4.136;2023;135
11514;4020;0;0;1.0;;G;B;C;B;B;ES2200021;28.662;2023;135
11520;4090;0;0;4.0;;G;C;C;C;C;ES2200021;1063.536;2023;135
11578;9260;0;0;1.0;;G;D;;;;ES2200021;6.213;2023;135
11558;8210;0;0;1.0;;G;A;C;A;A;ES2200021;82.64;2023;135
11538;6220;0;0;1.0;;G;C;C;C;C;ES2200021;19.783;2023;135
11524;5210;0;0;3.0;;G;B;C;B;B;ES2200021;731.063;2023;135
11571;9180;0;0;1.0;;G;B;C;B;B;ES2200021;6.112;2023;135
11577;9240;0;0;1.0;;G;C;C;C;C;ES2200021;8.492;2023;135
11537;6210;0;0;15.0;;G;B;B;B;B;ES2200021;4075.361;2023;135
11543;6430;0;0;1.0;;G;A;C;A;A;ES2200021;5.354;2023;135
11541;6410;0;0;1.0;;G;B;B;B;B;ES2200021;68.282;2023;135
11539;6230;0;0;1.0;;G;A;C;A;A;ES2200021;179.551;2023;135
11536;6170;0;0;3.0;;G;B;C;B;B;ES2200021;782.481;2023;135
11569;9150;0;0;13.0;;G;A;B;A;A;ES2200021;3663.734;2023;135
11557;8130;0;0;1.0;;G;A;C;A;A;ES2200021;129.736;2023;135
11566;9120;0;0;3.0;;G;A;C;A;A;ES2200021;772.039;2023;135
11518;4060;0;0;1.0;;G;B;C;B;B;ES2200021;20.346;2023;135
11562;8310;0;0;1.0;;G;A;C;A;A;ES2200021;0.01;2023;135
11521;5110;0;0;1.0;;G;B;C;B;B;ES2200021;106.821;2023;135
11570;9160;0;0;1.0;;G;D;;;;ES2200021;28.865;2023;135
11579;92A0;0;0;;;G;C;C;C;C;ES2200022;0.104;2023;135
11536;6170;0;0;;;G;A;C;A;A;ES2200022;69.005;2023;135
11507;3240;0;0;;;M;B;C;A;B;ES2200022;19.424;2023;135
11500;3140;0;0;;;G;A;C;A;A;ES2200022;0.029;2023;135
11538;6220;0;0;;;G;A;C;A;B;ES2200022;27.808;2023;135
11532;6110;0;0;;;P;A;C;A;B;ES2200022;0.01;2023;135
11515;4030;0;0;;;G;B;C;C;B;ES2200022;0.01;2023;135
11577;9240;0;0;;;G;A;C;A;A;ES2200022;571.013;2023;135
21006;9580;0;0;;;P;B;C;B;B;ES2200022;0.905;2023;135
11537;6210;0;0;;;G;A;C;A;A;ES2200022;561.066;2023;135
11521;5110;0;0;;;G;A;C;A;A;ES2200022;37.923;2023;135
11542;6420;0;0;;;G;A;C;A;B;ES2200022;0.343;2023;135
11569;9150;0;0;;;G;A;B;A;A;ES2200022;2084.096;2023;135
11557;8130;0;0;;;G;A;C;A;A;ES2200022;82.63;2023;135
11562;8310;0;0;;;G;A;C;C;A;ES2200022;0.01;2023;135
11520;4090;0;0;;;G;A;C;A;A;ES2200022;1094.566;2023;135
11558;8210;0;0;;;G;A;C;A;A;ES2200022;54.261;2023;135
11584;9340;0;0;;;G;A;C;A;A;ES2200022;4419.969;2023;135
11524;5210;0;0;;;G;A;C;A;A;ES2200022;148.045;2023;135
11570;9160;0;0;12.0;;G;B;C;B;B;ES2200023;8.913;2023;135
11510;3270;0;0;1.0;;G;C;C;C;C;ES2200023;0.005;2023;135
11507;3240;0;0;1.0;;G;C;C;C;C;ES2200023;0.357;2023;135
11574;91E0;0;0;11.0;;G;B;C;B;A;ES2200023;8.621;2023;135
11543;6430;0;0;;;G;C;C;C;C;ES2200024;0.65;2023;135
11574;91E0;0;0;;;G;A;C;A;A;ES2200024;13.07;2023;135
11536;6170;0;0;;;G;B;C;B;B;ES2200024;14.38;2023;135
11577;9240;0;0;;;G;C;C;C;B;ES2200024;6.44;2023;135
11584;9340;0;0;;;G;A;C;A;A;ES2200024;61.95;2023;135
11526;5230;0;0;;;G;B;C;B;B;ES2200024;3.85;2023;135
11507;3240;0;0;;;G;B;C;B;C;ES2200024;4.92;2023;135
11558;8210;0;0;;;G;B;C;B;A;ES2200024;1.33;2023;135
11552;7220;0;0;;;G;A;C;A;A;ES2200024;1.08;2023;135
11569;9150;0;0;;;G;B;C;B;B;ES2200024;114.9;2023;135
11562;8310;0;0;;;G;A;C;A;A;ES2200024;0.01;2023;135
11501;3150;0;0;;;G;A;C;A;B;ES2200024;0.81;2023;135
11509;3260;0;0;;;G;A;C;A;B;ES2200024;0.83;2023;135
11557;8130;0;0;;;G;B;C;B;B;ES2200024;0.27;2023;135
11579;92A0;0;0;;;G;A;C;A;A;ES2200024;58.02;2023;135
11520;4090;0;0;;;G;D;;;;ES2200024;1.3;2023;135
11579;92A0;0;0;11.0;;G;B;C;B;A;ES2200025;126.209;2023;135
11544;6510;0;0;1.0;;G;A;C;A;A;ES2200025;0.01;2023;135
11566;9120;0;0;2.0;;G;A;C;A;B;ES2200025;21.383;2023;135
11558;8210;0;0;1.0;;G;A;C;A;A;ES2200025;0.025;2023;135
11537;6210;0;0;1.0;;G;D;;;;ES2200025;5.754;2023;135
11501;3150;0;0;1.0;;G;A;C;A;B;ES2200025;0.036;2023;135
11509;3260;0;0;1.0;;G;A;C;A;A;ES2200025;1.02;2023;135
11541;6410;0;0;1.0;;G;A;C;A;A;ES2200025;0.01;2023;135
11507;3240;0;0;2.0;;G;A;C;A;B;ES2200025;22.373;2023;135
11584;9340;0;0;1.0;;G;D;;;;ES2200025;0.396;2023;135
11524;5210;0;0;1.0;;G;D;;;;ES2200025;1.87;2023;135
11574;91E0;0;0;6.0;;G;A;C;A;A;ES2200025;69.033;2023;135
11549;7140;0;0;1.0;;G;A;C;A;A;ES2200025;0.01;2023;135
11520;4090;0;0;1.0;;G;D;;;;ES2200025;5.905;2023;135
11510;3270;0;0;1.0;;G;B;C;B;A;ES2200025;0.161;2023;135
11571;9180;0;0;1.0;;G;A;C;A;B;ES2200025;0.159;2023;135
11562;8310;0;0;1.0;;G;A;C;A;A;ES2200025;0.01;2023;135
11543;6430;0;0;1.0;;G;A;C;A;A;ES2200025;4.734;2023;135
11524;5210;0;0;;;G;B;C;A;B;ES2200026;529.57;2023;135
11566;9120;0;0;;;G;A;C;A;C;ES2200026;6.795;2023;135
11577;9240;0;0;;;G;A;C;A;A;ES2200026;35.97;2023;135
11542;6420;0;0;;;G;B;C;A;A;ES2200026;1.2;2023;135
11507;3240;0;0;;;G;B;C;B;B;ES2200026;2.35;2023;135
11515;4030;0;0;;;G;A;C;A;B;ES2200026;5.13;2023;135
11584;9340;0;0;;;G;A;C;A;A;ES2200026;327.57;2023;135
11579;92A0;0;0;;;G;B;C;B;B;ES2200026;7.5;2023;135
11537;6210;1;0;;;G;B;C;A;B;ES2200026;521.16;2023;135
11520;4090;0;0;;;G;B;C;A;B;ES2200026;1000.61;2023;135
11569;9150;0;0;;;G;B;C;B;B;ES2200026;0.69;2023;135
11558;8210;0;0;;;M;B;C;A;C;ES2200026;0.01;2023;135
11541;6410;0;0;1.0;;G;A;C;A;C;ES2200027;0.144;2023;135
11543;6430;0;0;1.0;;G;B;C;B;B;ES2200027;0.647;2023;135
11571;9180;0;0;;;G;D;;;;ES2200027;4.443;2023;135
11584;9340;0;0;;;G;D;;;;ES2200027;2.398;2023;135
11520;4090;0;0;1.0;;G;D;;;;ES2200027;1.567;2023;135
11544;6510;0;0;1.0;;G;B;C;B;B;ES2200027;4.019;2023;135
11507;3240;0;0;17.0;;G;A;C;A;A;ES2200027;49.801;2023;135
11521;5110;0;0;;;G;D;;;;ES2200027;4.789;2023;135
11510;3270;0;0;1.0;;G;A;C;A;B;ES2200027;0.732;2023;135
11558;8210;0;0;;;G;D;;;;ES2200027;4.188;2023;135
11552;7220;0;0;1.0;;G;A;C;A;B;ES2200027;0.01;2023;135
11463;1110;0;0;;;;;C;;;ES5310036;24.513;2023;135
11469;1170;0;0;;;;;C;;;ES5310036;53.638;2023;135
11464;1120;0;0;;;;B;C;A;A;ES5310036;1796.929;2023;135
11503;3170;0;0;;;;B;C;B;B;ES5310037;2.475;2023;135
11538;6220;0;0;;;;C;C;A;A;ES5310037;0.99;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310038;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310039;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310040;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310041;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310042;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310043;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310044;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310045;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310046;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310047;0.01;2023;135
11562;8310;0;0;;;;A;C;A;A;ES5310048;0.01;2023;135
11543;6430;0;0;;;G;C;C;C;C;ES0000205;0.25;2023;135
11538;6220;0;0;;;M;D;;;;ES0000205;0.07;2023;135
11476;1310;0;0;;;G;D;;;;ES0000205;0.05;2023;135
11501;3150;0;0;;;G;A;C;B;A;ES0000205;9.42;2023;135
11579;92A0;0;0;;;G;C;C;B;B;ES0000205;4.41;2023;135
11503;3170;0;0;;;G;D;;;;ES0000205;0.08;2023;135
11500;3140;0;0;;;G;B;C;B;B;ES0000205;1.05;2023;135
11542;6420;0;0;;;G;C;C;B;B;ES0000205;1.53;2023;135
11479;1410;0;0;;;G;C;C;C;C;ES0000205;0.09;2023;135
11535;6160;0;0;;;G;B;C;B;A;ES0000210;704.48;2023;135
11539;6230;0;0;;;G;B;C;B;C;ES0000210;175.01;2023;135
11515;4030;0;0;;;G;A;C;B;B;ES0000210;7698.83;2023;135
11557;8130;0;0;;;G;B;C;B;B;ES0000210;1659.24;2023;135
11546;7110;0;0;;;M;B;C;B;A;ES0000210;53.7;2023;135
11507;3240;0;0;;;P;B;C;B;B;ES0000210;57.48;2023;135
11509;3260;0;0;;;P;D;;;;ES0000210;6.22;2023;135
21006;9580;0;0;;;P;B;C;B;B;ES0000210;1.52;2023;135
11560;8230;0;0;;;G;A;C;B;B;ES0000210;963.63;2023;135
11549;7140;0;0;;;M;B;B;B;B;ES0000210;126.42;2023;135
11576;9230;0;0;;;G;A;C;B;A;ES0000210;10470.04;2023;135
11574;91E0;0;0;;;G;B;C;B;B;ES0000210;992.2;2023;135
11514;4020;0;0;;;G;B;C;B;B;ES0000210;47.53;2023;135
11501;3150;0;0;;;M;C;C;B;C;ES0000210;3.26;2023;135
11502;3160;0;0;;;M;D;;;;ES0000210;1.45;2023;135
11587;9380;0;0;;;P;C;C;B;B;ES0000210;3.04;2023;135
11543;6430;0;0;;;M;B;C;B;A;ES0000210;119.79;2023;135
11584;9340;0;0;;;G;C;C;B;C;ES0000210;44.38;2023;135
11570;9160;0;0;;;M;C;B;B;B;ES0000210;155.29;2023;135
11566;9120;0;0;;;G;B;C;B;B;ES0000210;102.95;2023;135
11522;5120;0;0;;;G;B;C;B;B;ES0000210;1195.88;2023;135
11537;6210;0;0;;;G;B;C;B;C;ES0000210;20.43;2023;135
11544;6510;0;0;;;G;B;C;B;B;ES0000210;2401.65;2023;135
11497;3110;0;0;;;M;B;C;B;C;ES0000210;0.87;2023;135
11505;3220;0;0;;;P;B;B;B;B;ES0000210;57.48;2023;135
11536;6170;0;0;;;M;C;C;B;C;ES0000210;76.06;2023;135
11578;9260;0;0;;;G;B;C;B;C;ES0000210;91.89;2023;135
11520;4090;0;0;;;G;C;C;B;C;ES0000210;164.64;2023;135
11559;8220;0;0;;;G;B;C;B;B;ES0000210;89.73;2023;135
11518;4060;0;0;;;G;A;C;B;A;ES0000210;866.47;2023;135
11558;8210;0;0;;;G;C;C;B;C;ES0000210;27.2;2023;135
11508;3250;0;0;15.0;;G;C;C;C;C;ES0000211;51.878;2023;135
11501;3150;0;0;5.0;;G;C;C;C;C;ES0000211;17.293;2023;135
11581;92D0;0;0;10.0;;G;C;C;C;C;ES0000211;34.585;2023;135
11471;1210;0;0;1.0;;G;C;C;C;C;ES0000211;3.459;2023;135
11538;6220;0;0;10.0;;G;C;C;C;C;ES0000211;34.585;2023;135
11529;5330;0;0;40.0;;G;C;C;C;C;ES0000211;138.34;2023;135
11542;6420;0;0;1.0;;G;B;B;B;B;ES0000212;1414.019;2023;135
11500;3140;0;0;1.0;;G;B;B;B;B;ES0000212;1414.019;2023;135
11483;1520;0;0;4.0;;G;B;B;B;B;ES0000212;5656.076;2023;135
11581;92D0;0;0;1.0;;G;B;C;B;B;ES0000212;1414.019;2023;135
